loci	Harmonic_N	H_st_est	D_st_est	G_st_est	G_hed_st_est	D_Jost_est	Fst_WC	Fit_WC	
Locus1089	11.1314	-0.0278	-0.0094	-0.0144	-0.0466	-0.0318	0.0063	-0.4668	
Locus1090	11.1314	-0.0231	-0.0079	-0.0121	-0.0389	-0.0265	0.013	-0.5367	
Locus1091	11.1314	-0.0441	-0.0193	-0.0355	-0.0877	-0.0504	-8e-04	-0.8462	
Locus1092	11.1314	-0.0369	-0.0148	-0.0253	-0.0686	-0.0422	0.0019	-0.6548	
Locus1093	11.1314	-0.0343	-0.0152	-0.028	-0.0684	-0.0392	0.0044	-0.7731	
Locus1094	11.1314	-0.0216	-0.0089	-0.0154	-0.0404	-0.0247	0.0099	-0.5912	
Locus1095	11.1314	-0.0272	-0.0096	-0.0151	-0.0466	-0.0311	0.0063	-0.4838	
Locus1096	11.1314	-0.0136	-0.0048	-0.0075	-0.0232	-0.0156	0.0187	-0.5413	
Locus1097	11.1314	-0.0201	-0.0089	-0.0162	-0.0396	-0.023	0.013	-0.6357	
Locus1098	11.1314	-0.0123	-0.0051	-0.0088	-0.0229	-0.014	0.0204	-0.5927	
Locus1099	11.1314	-0.0012	-5e-04	-9e-04	-0.0022	-0.0013	0.0345	-0.7056	
Locus1100	11.1314	-0.0256	-0.0101	-0.017	-0.0467	-0.0292	0.0132	-0.6619	
Locus1101	11.1314	-0.0386	-0.0166	-0.03	-0.0754	-0.0441	-0.0015	-0.6992	
Locus1102	11.1314	-0.04	-0.0139	-0.0218	-0.0685	-0.0457	-0.0016	-0.4977	
Locus1103	11.1314	-0.0274	-0.0103	-0.0168	-0.0486	-0.0313	0.0098	-0.5902	
Locus1104	11.1314	0.0034	0.0013	0.0021	0.006	0.0039	0.0253	-0.4448	
Locus1105	11.1314	-0.0401	-0.0175	-0.032	-0.0794	-0.0459	6e-04	-0.7948	
Locus1106	11.1314	-0.0409	-0.0174	-0.0312	-0.0794	-0.0467	7e-04	-0.7815	
Locus1107	11.1314	-0.0232	-0.0097	-0.017	-0.0439	-0.0265	0.0132	-0.6619	
Locus1108	11.1314	-0.0396	-0.0168	-0.0301	-0.0767	-0.0453	0.004	-0.7985	
Locus1109	11.1314	-0.0287	-0.0121	-0.0214	-0.0548	-0.0328	0.0072	-0.6752	
Locus1110	11.1314	-0.018	-0.0068	-0.011	-0.0319	-0.0206	0.0186	-0.6257	
Locus1111	11.1314	0.0188	0.0076	0.0126	0.0338	0.0215	0.0468	-0.6216	
Locus1112	11.1314	-0.024	-0.0098	-0.0168	-0.0447	-0.0274	0.013	-0.6666	
Locus1113	11.1314	-0.034	-0.0149	-0.0272	-0.0672	-0.0389	0.0012	-0.6936	
Locus1114	11.1314	-0.0287	-0.0118	-0.0204	-0.0539	-0.0328	0.0044	-0.5923	
Locus1115	11.1314	-0.0303	-0.0107	-0.0168	-0.0521	-0.0347	3e-04	-0.4376	
Locus1116	11.1314	0.0735	0.0287	0.045	0.1252	0.084	0.0823	-0.5603	
Locus1117	11.1314	-0.021	-0.0093	-0.017	-0.0414	-0.024	0.0182	-0.8234	
Locus1118	11.1314	-0.0343	-0.0114	-0.0174	-0.0572	-0.0392	0.0015	-0.4781	
Locus1119	11.1314	0.0318	0.0132	0.0221	0.0576	0.0364	0.0599	-0.6735	
Locus1120	11.1314	-0.036	-0.0137	-0.0226	-0.0647	-0.0411	6e-04	-0.609	
Locus1121	11.1314	0.0365	0.0141	0.0225	0.0632	0.0417	0.0495	-0.5221	
Locus1122	11.1314	-0.0321	-0.0147	-0.0278	-0.0656	-0.0367	0.0021	-0.7333	
Locus1123	11.1314	-0.0362	-0.0137	-0.0225	-0.0649	-0.0414	0.0047	-0.6315	
Locus1124	11.1314	-0.009	-0.0033	-0.0052	-0.0156	-0.0103	0.0173	-0.5036	
Locus1125	11.1314	-0.0322	-0.0142	-0.0261	-0.0638	-0.0368	0.0076	-0.8063	
Locus1126	11.1314	0.0345	0.0145	0.0244	0.0629	0.0395	0.0616	-0.6441	
Locus1127	11.1314	-0.0366	-0.0147	-0.0252	-0.0681	-0.0419	0.0012	-0.6424	
Locus1128	11.1314	-0.0193	-0.0076	-0.0127	-0.035	-0.022	0.0112	-0.5296	
Locus1129	11.1314	-0.0477	-0.0176	-0.0287	-0.0848	-0.0545	-0.0037	-0.6342	
Locus1130	11.1314	-0.0267	-0.0111	-0.0194	-0.0505	-0.0305	0.0149	-0.748	
Locus1131	11.1314	0.0011	4e-04	6e-04	0.0019	0.0013	0.0285	-0.5573	
Locus1132	11.1314	-0.041	-0.0132	-0.0198	-0.0677	-0.0469	NA	-0.4906	
Locus1133	11.1314	-0.0348	-0.0159	-0.0302	-0.0711	-0.0397	0.0045	-0.8199	
Locus1134	11.1314	-0.0382	-0.0138	-0.0221	-0.0667	-0.0436	0.0025	-0.5887	
Locus1135	11.1314	-0.0192	-0.007	-0.0111	-0.0333	-0.0219	0.0097	-0.4581	
Locus1136	11.1314	-0.032	-0.0145	-0.0273	-0.0648	-0.0365	0.0051	-0.7846	
Locus1137	11.1314	-0.017	-0.0063	-0.0101	-0.0297	-0.0194	0.0152	-0.5555	
Locus1138	11.1314	-0.0384	-0.0158	-0.0276	-0.0727	-0.0439	-0.0022	-0.6542	
Locus1139	11.1314	-0.0425	-0.0141	-0.0216	-0.0712	-0.0486	-0.0029	-0.4783	
Locus1140	11.1314	-0.0392	-0.0146	-0.0238	-0.0697	-0.0448	0.0024	-0.6154	
Locus1141	11.1314	-0.0226	-0.0094	-0.0164	-0.0426	-0.0258	0.0101	-0.6035	
Locus1142	11.1314	-0.0192	-0.0074	-0.0122	-0.0344	-0.0219	0.0099	-0.4976	
Locus1143	11.1314	-0.0313	-0.0138	-0.0253	-0.062	-0.0358	0.0073	-0.7892	
Locus1144	11.1314	-0.0184	-0.0061	-0.0092	-0.0304	-0.021	0.0146	-0.512	
Locus1145	11.1314	-0.015	-0.0051	-0.0078	-0.0251	-0.0172	0.017	-0.5069	
Locus1146	11.1314	-0.0377	-0.0167	-0.0309	-0.0753	-0.0431	-0.0042	-0.6634	
Locus1147	11.1314	-0.0054	-0.0023	-0.004	-0.0102	-0.0061	0.026	-0.6101	
Locus1148	11.1314	-0.0236	-0.0083	-0.013	-0.0403	-0.0269	0.0074	-0.4674	
Locus1149	11.1314	-0.0203	-0.0078	-0.0128	-0.0363	-0.0232	0.0106	-0.5037	
Locus1150	11.1314	-0.017	-0.0067	-0.0112	-0.0309	-0.0195	0.017	-0.6272	
Locus1151	11.1314	-0.0218	-0.0079	-0.0125	-0.0378	-0.0249	0.0158	-0.5925	
Locus1152	11.1314	-0.0055	-0.002	-0.0031	-0.0095	-0.0063	0.0224	-0.5211	
Locus1153	11.1314	-0.0293	-0.0124	-0.0219	-0.0562	-0.0335	0.012	-0.7523	
Locus1154	11.1314	-0.0351	-0.0129	-0.0208	-0.0617	-0.0401	-0.0024	-0.4749	
Locus1155	11.1314	-0.0146	-0.0054	-0.0087	-0.0255	-0.0167	0.016	-0.5482	
Locus1156	11.1314	-0.0269	-0.0095	-0.0149	-0.0461	-0.0308	0.0056	-0.4806	
Locus1157	11.1314	-0.0043	-0.0017	-0.0028	-0.0077	-0.0049	0.0228	-0.656	
Locus1158	11.1314	-0.0511	-0.0181	-0.0288	-0.0889	-0.0584	-0.0114	-0.4773	
Locus1159	11.1314	-0.0343	-0.0152	-0.0281	-0.0684	-0.0392	0.0041	-0.7548	
Locus1160	11.1314	-0.0582	-0.0193	-0.0297	-0.0982	-0.0665	-0.0095	-0.5459	
Locus1161	11.1314	-0.0303	-0.0131	-0.0236	-0.0591	-0.0347	0.0023	-0.6686	
Locus1162	11.1314	-0.037	-0.0138	-0.0225	-0.0658	-0.0423	-4e-04	-0.5421	
Locus1163	11.1314	-0.0318	-0.0118	-0.0191	-0.0561	-0.0363	0.0029	-0.5289	
Locus1164	11.1314	-0.0575	-0.0183	-0.0276	-0.0951	-0.0657	-0.0073	-0.5136	
Locus1165	11.1314	-0.0523	-0.0175	-0.027	-0.0884	-0.0597	-0.0053	-0.5507	
Locus1166	11.1314	-0.0383	-0.016	-0.0283	-0.0732	-0.0437	-9e-04	-0.66	
Locus1167	11.1314	0.0244	0.0087	0.0133	0.0409	0.0279	0.043	-0.4968	
Locus1168	11.1314	-0.0038	-0.0016	-0.0028	-0.0071	-0.0043	0.0273	-0.6078	
Locus1169	11.1314	-0.0335	-0.0134	-0.0229	-0.062	-0.0383	0.0022	-0.5975	
Locus1170	11.1314	-0.0253	-0.0083	-0.0125	-0.0418	-0.029	0.0112	-0.5075	
Locus1171	11.1314	-0.03	-0.0104	-0.0162	-0.051	-0.0343	0.008	-0.5395	
Locus1172	11.1314	-0.0268	-0.0097	-0.0154	-0.0466	-0.0307	0.0056	-0.5264	
Locus1173	11.1314	-0.0142	-0.0049	-0.0075	-0.0239	-0.0162	0.017	-0.489	
Locus1174	11.1314	0.0244	0.0102	0.0172	0.0446	0.0279	0.0492	-0.5591	
Locus1175	11.1314	0.005	0.0018	0.0028	0.0085	0.0057	0.0273	-0.4637	
Locus1176	11.1314	-0.0197	-0.0065	-0.0098	-0.0325	-0.0225	0.0139	-0.5109	
Locus1177	11.1314	-0.0128	-0.0045	-0.007	-0.0217	-0.0146	0.0175	-0.5025	
Locus1178	11.1314	-0.022	-0.0096	-0.0173	-0.0429	-0.0251	0.0122	-0.6661	
Locus1179	11.1314	-0.0364	-0.0142	-0.0239	-0.0664	-0.0415	0.0056	-0.685	
Locus1180	11.1314	-0.0059	-0.002	-0.003	-0.0098	-0.0067	0.0197	-0.4843	
Locus1181	11.1314	-0.0402	-0.0136	-0.021	-0.0679	-0.046	-0.0011	-0.4788	
Locus1182	11.1314	-0.0572	-0.0185	-0.0281	-0.0953	-0.0653	-0.0073	-0.528	
Locus1183	11.1314	-0.0131	-0.0045	-0.0069	-0.022	-0.015	0.0176	-0.5293	
Locus1184	11.1314	-0.0569	-0.0197	-0.0311	-0.0981	-0.065	-0.0086	-0.5829	
Locus1185	11.1314	0.0418	0.0159	0.025	0.0716	0.0478	0.0565	-0.5032	
Locus1186	11.1314	-0.0576	-0.0186	-0.0282	-0.096	-0.0659	-0.0078	-0.5229	
Locus1187	11.1314	-0.0235	-0.009	-0.0148	-0.0421	-0.0269	0.0048	-0.488	
Locus1188	11.1314	-0.0515	-0.0169	-0.0258	-0.0862	-0.0589	-0.0064	-0.4833	
Locus1189	11.1314	0.006	0.0022	0.0035	0.0103	0.0068	0.0334	-0.5599	
Locus1190	11.1314	-0.036	-0.0125	-0.0195	-0.0615	-0.0411	0.0016	-0.4992	
Locus1191	11.1314	-0.0283	-0.0095	-0.0145	-0.0473	-0.0324	0.009	-0.5326	
Locus1192	11.1314	-0.0298	-0.0099	-0.015	-0.0497	-0.0341	0.0073	-0.5224	
Locus1193	11.1314	-0.0158	-0.0058	-0.0093	-0.0275	-0.018	0.0152	-0.5218	
Locus1194	11.1314	0.0314	0.0132	0.0222	0.0574	0.0359	0.0555	-0.5077	
Locus1195	11.1314	-0.0264	-0.0095	-0.0151	-0.0457	-0.0301	0.0066	-0.4686	
Locus1196	11.1314	-0.0128	-0.0045	-0.007	-0.0217	-0.0146	0.0122	-0.4374	
Locus1197	11.1314	-0.0021	-7e-04	-0.001	-0.0035	-0.0024	0.0242	-0.4976	
Locus1198	11.1314	-0.0339	-0.0142	-0.025	-0.0648	-0.0388	0.007	-0.7514	
Locus1199	11.1314	0.009	0.0032	0.0049	0.0152	0.0103	0.0287	-0.4742	
Locus1200	11.1314	-0.0333	-0.0145	-0.0263	-0.0654	-0.0381	0.0024	-0.6803	
Global				-0.0167	-0.0463	-0.0175	0.0104	-0.6194	
