Locus 95% CIs

gst = Nei & Chesser, 1983
Gst = Hedrick, 2005
GGst = Meirmans & Hedrick, (2011)
D = Jost, 2008
Fst = Weir & Cockerham, 1984
Fis = Weir & Cockerham, 1984
Fit = Weir & Cockerham, 1984


gst

locus	actual	lower	upper
Locus624	 0.0264	-0.0494	0.1168
Locus625	-0.0149	-0.0564	0.0454
Locus626	 0.0760	-0.0156	0.2178
Locus627	 0.1046	-0.0252	0.2676
Locus628	 0.0654	-0.0289	0.1516
Locus629	 0.1265	 0.0413	0.2183
Locus630	-0.0119	-0.0499	0.0383
Locus631	 0.0062	-0.0461	0.0989
Locus632	 0.0520	-0.0337	0.2234
Locus633	 0.0555	-0.0468	0.3159
Locus634	 0.0094	-0.0492	0.0921
Locus635	 0.1836	 0.0566	0.3022
Locus636	 0.0002	-0.0529	0.0662
Locus637	 0.0635	-0.0469	0.1935
Locus638	-0.0287	-0.0694	0.0370
Locus639	 0.0056	-0.0731	0.1257
Locus640	 0.0155	-0.0534	0.1397
Locus641	 0.0196	-0.0565	0.1216
Locus642	-0.0160	-0.0613	0.0451
Locus643	 0.0089	-0.0657	0.0970
Locus644	 0.0805	-0.0446	0.2551
Locus645	 0.0141	-0.0509	0.1091
Locus646	 0.0128	-0.0403	0.0993
Locus647	 0.0071	-0.0608	0.0960
Locus648	 0.0419	-0.0403	0.1712
Locus649	 0.1223	 0.0219	0.2585
Locus650	 0.1118	 0.0112	0.1989
Locus651	 0.1019	-0.0065	0.2289
Locus652	 0.0932	 0.0013	0.2471
Locus653	 0.0228	-0.0441	0.1698
Locus654	 0.0871	-0.0038	0.2322
Locus655	-0.0194	-0.0685	0.0509
Locus656	 0.0243	-0.0449	0.1571
Locus657	-0.0140	-0.0611	0.0434
Locus658	 0.1662	 0.0912	0.2697
Locus659	 0.0008	-0.0463	0.0930
Locus660	 0.0147	-0.0514	0.0959
Locus661	 0.0437	-0.0375	0.1800
Locus662	 0.1490	 0.0369	0.2954
Locus663	 0.0271	-0.0577	0.1565
Locus664	 0.0417	-0.0489	0.2060
Locus665	 0.0481	-0.0212	0.1668
Locus666	 0.1760	 0.0453	0.3324
Locus667	-0.0231	-0.0665	0.0588
Locus668	 0.1030	-0.0132	0.2625
Locus669	 0.0180	-0.0796	0.1782
Locus670	 0.0244	-0.0509	0.1292
Locus671	 0.0899	 0.0148	0.1883
Locus672	-0.0128	-0.0561	0.0577
Locus673	-0.0085	-0.0515	0.0671
Locus674	 0.0421	-0.0313	0.1473
Locus675	 0.0108	-0.0681	0.1242
Locus676	 0.1167	-0.0112	0.3105
Locus677	 0.1876	 0.1034	0.2880
Locus678	-0.0363	-0.0712	0.0286
Locus679	 0.0639	-0.0236	0.1702
Locus680	-0.0001	-0.0755	0.0792
Locus681	 0.0220	-0.0536	0.1400
Locus682	-0.0005	-0.0581	0.0837
Locus683	 0.1534	 0.0136	0.3076
Locus684	-0.0052	-0.0719	0.0900
Locus685	 0.0255	-0.0410	0.1201
Locus686	-0.0103	-0.0509	0.0470
Locus687	 0.0136	-0.0407	0.0898
Locus688	 0.0001	-0.0416	0.0596
Locus689	 0.0147	-0.0421	0.0987
Locus690	 0.0667	-0.0171	0.2216
Locus691	 0.0103	-0.0476	0.1105
Locus692	 0.0526	-0.0163	0.1708
Locus693	 0.0997	-0.0158	0.2790
Locus694	 0.0969	-0.0007	0.2105
Locus695	 0.0628	-0.0136	0.1605
Locus696	 0.0457	-0.0237	0.1568
Locus697	 0.0644	-0.0408	0.2048
Locus698	 0.0002	-0.0695	0.1160
Locus699	-0.0146	-0.0540	0.0404
Locus700	 0.0450	-0.0248	0.1345
Locus701	 0.0141	-0.0550	0.1213
Locus702	 0.0029	-0.0445	0.1105
Locus703	 0.0366	-0.0275	0.1457
Locus704	 0.0256	-0.0367	0.1023
Locus705	 0.0991	 0.0227	0.2058
Locus706	 0.1736	 0.0219	0.3770
Locus707	 0.1052	 0.0278	0.2284
Locus708	 0.1663	 0.0393	0.2992
Locus709	 0.0055	-0.0549	0.1446
Locus710	 0.1080	-0.0113	0.2959
Locus711	 0.0842	-0.0074	0.1787
Locus712	-0.0228	-0.0588	0.0201
Locus713	 0.0749	-0.0001	0.1790
Locus714	 0.0241	-0.0756	0.1904
Locus715	 0.0112	-0.0371	0.1121
Locus716	 0.0090	-0.0473	0.0967
Locus717	 0.0529	-0.0324	0.1999
Locus718	 0.0726	-0.0002	0.1707
Locus719	 0.0194	-0.0559	0.1237
Locus720	 0.2675	 0.1564	0.4203
Locus721	 0.1799	 0.0423	0.3713
Locus722	 0.0671	-0.0111	0.1645
Locus723	-0.0132	-0.0683	0.0806
Locus724	 0.0364	-0.0301	0.1011
Locus725	 0.1323	 0.0054	0.3336
Locus726	-0.0122	-0.0603	0.0449
Locus727	 0.1775	 0.0477	0.3260
Locus728	 0.0123	-0.0474	0.1044
Locus729	 0.2096	 0.0163	0.4570
Locus730	 0.0296	-0.0272	0.0962
Locus731	-0.0139	-0.0658	0.0762
Locus732	 0.0764	-0.0123	0.1935
Locus733	 0.0275	-0.0271	0.1140
Locus734	-0.0063	-0.0407	0.0431
Locus735	 0.0350	-0.0539	0.1432
Locus736	 0.0446	-0.0375	0.1763
Locus737	 0.0594	-0.0401	0.2350
Locus738	 0.0135	-0.0499	0.1153
Locus739	 0.0540	-0.0165	0.1619
Locus740	 0.0374	-0.0227	0.1193
Locus741	 0.0187	-0.0507	0.1044
Locus742	-0.0206	-0.0856	0.0827
Locus743	-0.0010	-0.0457	0.0550
Locus744	-0.0144	-0.0675	0.0642
Locus745	 0.1471	 0.0391	0.2928
Locus746	 0.1690	 0.0375	0.3298
Locus747	 0.0141	-0.0394	0.0776
Locus748	 0.0186	-0.0462	0.1112
Locus749	 0.2455	 0.1254	0.4052
Locus750	 0.0611	-0.0458	0.1993
Locus751	 0.0178	-0.0507	0.1204
Locus752	 0.0023	-0.0611	0.0847
Locus753	 0.0649	-0.0307	0.1741
Locus754	 0.0471	-0.0509	0.2246
Locus755	 0.0040	-0.0442	0.0974
Locus756	 0.0429	-0.0288	0.1269
Locus757	-0.0034	-0.0663	0.1106
Locus758	 0.0019	-0.0507	0.0692
Locus759	 0.0656	-0.0590	0.2225
Locus760	 0.0199	-0.0506	0.1181
Locus761	 0.0425	-0.0160	0.1157
Locus762	-0.0243	-0.0802	0.0625
Locus763	 0.0694	 0.0152	0.1445
Locus764	 0.0064	-0.0423	0.0671
Locus765	-0.0075	-0.0655	0.0812
Locus766	 0.1056	 0.0233	0.2286
Locus767	 0.0082	-0.0653	0.1268
Locus768	-0.0046	-0.0595	0.1119
Locus769	 0.0690	-0.0261	0.1982
Locus770	 0.0196	-0.0733	0.1242
Locus771	 0.0187	-0.0426	0.0874
Locus772	 0.0002	-0.0719	0.0882
Locus773	 0.0825	-0.0129	0.2197
Locus774	 0.0811	-0.0480	0.3553
Locus775	 0.0947	-0.0110	0.2116
Locus776	-0.0142	-0.0671	0.0620
Locus777	 0.0581	-0.0314	0.2791
Locus778	 0.0726	-0.0230	0.2385
Locus779	-0.0234	-0.0884	0.0686
Locus780	 0.0319	-0.0462	0.1975
Locus781	 0.0103	-0.0708	0.1117
Locus782	 0.0566	-0.0211	0.1882
Locus783	 0.0835	-0.0112	0.1854
Locus784	 0.0849	-0.0119	0.2007
Locus785	 0.0117	-0.0351	0.0747
Locus786	 0.0111	-0.0628	0.1294
Locus787	 0.0620	-0.0283	0.2718
Locus788	 0.0243	-0.0542	0.1385
Locus789	-0.0072	-0.0473	0.0883
Locus790	 0.1991	 0.0942	0.3264
Locus791	 0.0347	-0.0314	0.1595
Locus792	 0.1141	 0.0179	0.2367
Locus793	-0.0128	-0.0770	0.0607
Locus794	 0.0876	-0.0353	0.2720
Locus795	 0.1033	 0.0225	0.2162
Locus796	 0.0001	-0.0630	0.0795
Locus797	-0.0067	-0.0704	0.0905
Locus798	 0.1247	-0.0338	0.3323
Locus799	 0.0939	-0.0007	0.2103
Locus800	 0.0887	 0.0089	0.1793
Locus801	 0.0302	-0.0354	0.1179
Locus802	 0.0082	-0.0467	0.0853
Locus803	 0.0583	-0.0413	0.2042
Locus804	 0.1215	-0.0134	0.2938
Locus805	 0.0298	-0.0479	0.1276
Locus806	 0.0499	-0.0334	0.1836
Locus807	 0.0673	-0.0039	0.1579
Locus808	 0.0245	-0.0483	0.0995
Locus809	 0.1387	 0.0296	0.2326
Locus810	 0.1325	 0.0049	0.2990
Locus811	 0.1351	 0.0289	0.2766
Locus812	 0.0216	-0.0283	0.0990
Locus813	 0.0468	-0.0533	0.1992
Locus814	-0.0229	-0.0668	0.0432
Locus815	 0.0381	-0.0319	0.1394
Locus816	 0.1444	 0.0362	0.2831
Locus817	 0.1049	-0.0127	0.3357
Locus818	 0.0760	-0.0222	0.2921
Locus819	 0.0606	-0.0428	0.1827
Locus820	 0.0233	-0.0424	0.1055
Locus821	 0.0114	-0.0615	0.1401
Locus822	 0.1021	 0.0273	0.2108
Locus823	 0.0043	-0.0529	0.0953
Locus824	 0.1489	 0.0351	0.2539
Locus825	 0.0309	-0.0260	0.1179
Locus826	 0.0845	-0.0110	0.2362
Locus827	 0.0307	-0.0471	0.1080
Locus828	 0.0487	-0.0247	0.1775
Locus829	 0.1677	 0.0517	0.2803
Locus830	 0.0995	-0.0104	0.2363
Locus831	-0.0026	-0.0535	0.0910
Locus832	 0.0699	-0.0064	0.2038
Locus833	 0.0215	-0.0324	0.1065
Locus834	 0.0107	-0.0399	0.1183
Locus835	 0.0584	-0.0532	0.2157
Locus836	 0.2379	 0.1238	0.3489
Locus837	 0.0176	-0.0664	0.1476
Locus838	 0.1206	-0.0108	0.2831
Locus839	 0.0415	-0.0447	0.1679
Locus840	 0.0083	-0.0907	0.1547
Locus841	 0.0313	-0.0505	0.1413
Locus842	 0.1198	-0.0313	0.3707
Locus843	 0.0707	-0.0193	0.2019
Locus844	 0.0629	-0.0169	0.2253
Locus845	-0.0100	-0.0589	0.0614
Locus846	 0.0021	-0.0579	0.0848
Locus847	 0.1245	 0.0029	0.2770
Locus848	-0.0121	-0.0603	0.0562
Locus849	 0.0882	 0.0018	0.2096
Locus850	 0.1322	-0.0081	0.3480
Locus851	-0.0186	-0.0660	0.0508
Locus852	 0.0734	-0.0432	0.2865
Locus853	-0.0048	-0.0747	0.0768
Locus854	 0.0898	-0.0336	0.2892
Locus855	 0.0746	-0.0333	0.2563
Locus856	 0.0143	-0.0458	0.0887
Locus857	 0.0080	-0.0532	0.0911
Locus858	 0.3778	 0.2313	0.5379
Locus859	 0.0442	-0.0389	0.1593
Locus860	 0.2483	 0.0865	0.4301
Locus861	 0.0353	-0.0307	0.1410
Locus862	 0.1268	-0.0048	0.2901
Locus863	 0.0831	-0.0263	0.2507
Locus864	 0.0732	-0.0412	0.2310
Locus865	-0.0189	-0.0839	0.0825
Locus866	-0.0081	-0.0554	0.0535
Locus867	 0.0330	-0.0399	0.1460
Locus868	 0.0164	-0.0242	0.0911
Locus869	-0.0143	-0.0588	0.0423
Locus870	 0.0165	-0.0677	0.1180
Locus871	 0.0603	-0.0439	0.1689
Locus872	 0.0179	-0.0681	0.1615
Locus873	 0.1082	 0.0027	0.2264
Locus874	 0.0516	-0.0342	0.1774
Locus875	 0.0208	-0.0554	0.1111
Locus876	 0.0767	-0.0287	0.3122
Locus877	 0.0951	-0.0024	0.2895
Locus878	 0.1379	 0.0553	0.2469
Locus879	-0.0181	-0.0525	0.0281
Locus880	 0.0666	-0.0282	0.1986
Locus881	 0.0849	-0.0011	0.2622
Locus882	 0.0599	-0.0298	0.1802
Locus883	-0.0001	-0.0626	0.0896
Locus884	 0.0039	-0.0845	0.1543
Locus885	-0.0066	-0.0512	0.0506
Locus886	 0.0240	-0.0312	0.1422
Locus887	 0.0814	-0.0100	0.1937
Locus888	 0.0377	-0.0457	0.1632
Locus889	-0.0123	-0.0605	0.0511
Locus890	 0.0089	-0.0611	0.0881
Locus891	 0.0182	-0.0526	0.1111
Locus892	 0.1023	-0.0050	0.2359
Locus893	 0.0137	-0.0556	0.0861
Locus894	 0.0379	-0.0296	0.1753
Locus895	 0.0114	-0.0651	0.0930
Locus896	 0.0915	 0.0254	0.1666
Locus897	 0.0062	-0.0701	0.1246
Locus898	-0.0050	-0.0419	0.0516
Locus899	 0.3218	 0.1917	0.5176
Locus900	 0.0234	-0.0595	0.1292
Locus901	-0.0193	-0.0617	0.0457
Locus902	 0.0725	-0.0154	0.1950
Locus903	 0.0139	-0.0671	0.1268
Locus904	 0.0287	-0.0483	0.1524
Locus905	 0.1147	 0.0055	0.2463
Locus906	 0.0782	-0.0032	0.1792
Locus907	 0.0973	 0.0032	0.1987
Locus908	 0.0042	-0.0537	0.0734
Locus909	 0.0265	-0.0426	0.1834
Locus910	-0.0057	-0.0487	0.0657
Locus911	-0.0182	-0.0542	0.0376
Locus912	 0.1005	-0.0068	0.2362
Locus913	 0.0958	 0.0057	0.2010
Locus914	-0.0037	-0.0804	0.1569
Locus915	 0.0217	-0.0378	0.1326
Locus916	 0.0136	-0.0634	0.1532
Locus917	 0.0066	-0.0752	0.1518
Locus918	 0.0352	-0.0314	0.1711
Locus919	 0.0211	-0.0410	0.0984
Locus920	 0.0341	-0.0419	0.1200
Locus921	-0.0006	-0.0533	0.0888
Locus922	-0.0204	-0.0781	0.0835
Locus923	 0.0627	-0.0197	0.2027
Locus924	 0.0169	-0.0326	0.1083
Locus925	 0.0007	-0.0501	0.1036
Locus926	 0.0422	-0.0389	0.1552
Locus927	 0.0109	-0.0607	0.1048
Locus928	 0.0165	-0.0552	0.0882
Locus929	 0.0184	-0.0423	0.1607
Locus930	 0.0381	-0.0248	0.1052
Locus931	 0.0578	-0.0534	0.2607
Locus932	-0.0093	-0.0617	0.1126
Locus933	 0.0164	-0.0552	0.1352
Locus934	 0.2259	 0.1205	0.3486
Locus935	-0.0059	-0.0791	0.1783
Locus936	 0.0178	-0.0398	0.0939
Locus937	 0.0147	-0.0304	0.0952
Locus938	 0.0590	-0.0430	0.2194
Locus939	-0.0043	-0.0637	0.1026
Locus940	-0.0095	-0.0690	0.0684
Locus941	 0.0689	-0.0236	0.1787
Locus942	 0.5088	 0.3642	0.6482
Locus943	 0.0325	-0.0303	0.1322
Locus944	 0.0521	 0.0059	0.1175
Locus945	 0.0013	-0.0587	0.1396
Locus946	 0.0726	-0.0046	0.1751
Locus947	 0.0270	-0.0632	0.1281
Locus948	 0.0331	-0.0317	0.1219
Locus949	 0.0890	-0.0087	0.2206
Locus950	 0.0699	-0.0335	0.2013
Locus951	 0.0404	-0.0450	0.1724
Locus952	 0.0861	-0.0022	0.2313
Locus953	 0.0876	 0.0179	0.1693
Locus954	 0.0679	 0.0024	0.1706
Locus955	 0.0255	-0.0345	0.1143
Locus956	 0.0638	-0.0192	0.1594
Locus957	 0.0651	-0.0306	0.2036
Locus958	 0.2949	 0.1343	0.4724
Locus959	 0.0110	-0.0450	0.1246
Locus960	 0.0070	-0.0461	0.1026
Locus961	 0.1650	 0.0539	0.3119
Locus962	 0.1246	 0.0115	0.2581
Locus963	 0.0671	-0.0364	0.3056
Locus964	 0.0165	-0.0576	0.1922
Locus965	 0.0381	-0.0391	0.1442
Locus966	 0.0532	-0.0493	0.2092
Locus967	 0.1313	 0.0493	0.2410
Locus968	 0.0198	-0.0577	0.1432
Locus969	 0.0781	-0.0100	0.2464
Locus970	 0.1028	 0.0174	0.2026
Locus971	 0.0268	-0.0738	0.1586
Locus972	-0.0046	-0.0531	0.0528
Locus973	 0.0285	-0.0434	0.1206
Locus974	 0.1021	 0.0249	0.1908
Locus975	 0.0515	-0.0094	0.1300
Locus976	 0.0678	-0.0150	0.2012
Locus977	 0.0199	-0.0400	0.1150
Locus978	 0.1653	 0.0381	0.3236
Locus979	 0.1343	 0.0488	0.2099
Locus980	 0.0063	-0.0631	0.1010
Locus981	 0.1846	 0.0605	0.3128
Locus982	 0.1027	 0.0115	0.2113
Locus983	 0.0994	 0.0138	0.1925
Locus984	 0.0054	-0.0561	0.1165
Locus985	 0.0112	-0.0509	0.1121
Locus986	 0.0083	-0.0356	0.0863
Locus987	 0.0410	-0.0209	0.1145
Locus988	 0.0259	-0.0301	0.0984
Locus989	 0.1179	-0.0076	0.2722
Locus990	 0.1466	 0.0243	0.3300
Locus991	-0.0089	-0.0548	0.0695
Locus992	 0.0522	-0.0269	0.1727
Locus993	-0.0019	-0.0519	0.1134
Locus994	 0.0345	-0.0278	0.1179
Locus995	-0.0220	-0.0828	0.0911
Locus996	 0.0532	-0.0398	0.2008
Locus997	 0.0012	-0.0472	0.1110
Locus998	 0.0389	-0.0182	0.1300
Locus999	 0.0333	-0.0314	0.1014
Locus1000	 0.0148	-0.0586	0.1576
Locus1001	 0.1037	 0.0518	0.1825
Locus1002	 0.0219	-0.0468	0.1296
Locus1003	 0.0822	-0.0039	0.1778
Locus1004	 0.0319	-0.0590	0.2151
Locus1005	 0.0109	-0.0456	0.1082
Locus1006	-0.0051	-0.0638	0.0776
Locus1007	 0.0330	-0.0462	0.1439
Locus1008	-0.0247	-0.0900	0.0725
Locus1009	 0.0413	-0.0472	0.1618
Locus1010	 0.0009	-0.0718	0.1581
Locus1011	-0.0077	-0.0694	0.0879
Locus1012	 0.0060	-0.0726	0.1212
Locus1013	 0.2115	 0.1210	0.3332
Locus1014	 0.0219	-0.0573	0.1488
Locus1015	 0.0085	-0.0547	0.0866
Locus1016	 0.0385	-0.0311	0.1310
Locus1017	-0.0077	-0.0539	0.0670
Locus1018	 0.0466	-0.0289	0.1227
Locus1019	 0.0839	 0.0139	0.1760
Locus1020	 0.2346	 0.1339	0.3555
Locus1021	 0.1547	 0.0017	0.3711
Locus1022	 0.0311	-0.0684	0.2099
Locus1023	 0.0298	-0.0317	0.0928
Locus1024	 0.0034	-0.0467	0.0756
Locus1025	 0.0048	-0.0492	0.0737
Locus1026	 0.1409	 0.0536	0.2592
Locus1027	 0.0150	-0.0484	0.1054
Locus1028	 0.1177	 0.0372	0.2230
Locus1029	 0.1108	 0.0169	0.2356
Locus1030	 0.0008	-0.0495	0.1064
Locus1031	 0.0420	-0.0438	0.2369
Locus1032	 0.0933	 0.0129	0.1920
Locus1033	 0.0314	-0.0272	0.1157
Locus1034	-0.0019	-0.0572	0.0749
Locus1035	 0.0186	-0.0423	0.0973
Locus1036	 0.0982	 0.0083	0.2121
Locus1037	-0.0104	-0.0466	0.0366
Locus1038	 0.0643	 0.0049	0.1578
Locus1039	 0.0439	-0.0316	0.1327
Locus1040	 0.0030	-0.0507	0.0774
Locus1041	 0.0532	-0.0154	0.1727
Locus1042	 0.0635	-0.0204	0.1462
Locus1043	 0.0472	-0.0179	0.1500
Locus1044	 0.0734	 0.0114	0.1859
Locus1045	 0.1873	 0.0476	0.3421
Locus1046	 0.0094	-0.0490	0.0791
Locus1047	 0.1557	 0.0497	0.2734
Locus1048	 0.0578	-0.0383	0.1996
Locus1049	-0.0169	-0.0826	0.0796
Locus1050	 0.0172	-0.0313	0.0826
Locus1051	 0.0772	 0.0007	0.1802
Locus1052	 0.0101	-0.0717	0.1111
Locus1053	 0.0248	-0.0546	0.1526
Locus1054	 0.1788	 0.0883	0.2944
Locus1055	 0.0112	-0.0577	0.1359
Locus1056	 0.0873	-0.0139	0.2853
Locus1057	 0.0072	-0.0521	0.0817
Locus1058	-0.0349	-0.0821	0.0430
Locus1059	-0.0297	-0.0716	0.0272
Locus1060	 0.2196	 0.1270	0.3435
Locus1061	 0.0391	-0.0426	0.1679
Locus1062	 0.0671	-0.0196	0.1764
Locus1063	 0.1487	 0.0234	0.2459
Locus1064	 0.2074	 0.0760	0.3351
Locus1065	 0.0238	-0.0608	0.1411
Locus1066	 0.0884	 0.0182	0.1784
Locus1067	 0.0704	 0.0071	0.1862
Locus1068	 0.0040	-0.0512	0.1052
Locus1069	 0.0443	-0.0405	0.2028
Locus1070	 0.1388	 0.0225	0.2707
Locus1071	 0.0046	-0.0500	0.0573
Locus1072	 0.0513	-0.0502	0.1688
Locus1073	 0.0655	-0.0033	0.1836
Locus1074	 0.0661	-0.0236	0.2265
Locus1075	 0.1101	 0.0117	0.2395
Locus1076	 0.0049	-0.0707	0.1504
Locus1077	 0.0295	-0.0284	0.1178
Locus1078	 0.0509	-0.0352	0.1682
Locus1079	 0.0849	-0.0053	0.1931
Locus1080	 0.0329	-0.0430	0.1682
Locus1081	-0.0299	-0.0769	0.0370
Locus1082	 0.0060	-0.0455	0.0760
Locus1083	 0.0117	-0.0637	0.1399
Locus1084	 0.0011	-0.0699	0.0999
Locus1085	 0.1247	 0.0142	0.2607
Locus1086	 0.0139	-0.0614	0.1477
Locus1087	 0.0057	-0.0540	0.0976
Locus1088	 0.0061	-0.0534	0.0926
Locus1089	 0.0130	-0.0642	0.1335
Locus1090	-0.0257	-0.0665	0.0373
Locus1091	 0.0280	-0.0380	0.1278
Locus1092	 0.0162	-0.0520	0.1304
Locus1093	 0.0421	-0.0327	0.2061
Locus1094	 0.1593	 0.0281	0.3395
Locus1095	 0.0675	-0.0411	0.2182
Locus1096	 0.0174	-0.0447	0.0898
Locus1097	 0.1327	 0.0370	0.2606
Locus1098	 0.0900	-0.0369	0.2532
Locus1099	 0.2235	 0.1073	0.3624
Locus1100	 0.0106	-0.0562	0.1029
Locus1101	-0.0059	-0.0640	0.1257
Locus1102	-0.0089	-0.0690	0.0585
Locus1103	 0.0341	-0.0324	0.1320
Locus1104	 0.1606	 0.0461	0.3026
Locus1105	 0.0181	-0.0457	0.1545
Locus1106	 0.0334	-0.0281	0.1537
Locus1107	 0.0078	-0.0660	0.1695
Locus1108	 0.0163	-0.0511	0.1055
Locus1109	 0.0410	-0.0342	0.1512
Locus1110	 0.0433	-0.0141	0.1063
Locus1111	 0.0716	 0.0020	0.1562
Locus1112	 0.0169	-0.0438	0.0963
Locus1113	 0.0770	-0.0306	0.2534
Locus1114	 0.0378	-0.0314	0.1601
Locus1115	 0.0367	-0.0470	0.1650
Locus1116	 0.2606	 0.1479	0.3919
Locus1117	 0.1880	 0.0195	0.3963
Locus1118	 0.0437	-0.0485	0.1598
Locus1119	 0.3109	 0.1816	0.4314
Locus1120	 0.0488	-0.0437	0.1852
Locus1121	 0.0973	 0.0136	0.1769
Locus1122	 0.0313	-0.0480	0.1594
Locus1123	 0.0174	-0.0581	0.1071
Locus1124	 0.0938	-0.0239	0.3021
Locus1125	 0.1049	-0.0045	0.2808
Locus1126	 0.3032	 0.1477	0.4794
Locus1127	 0.0156	-0.0524	0.1371
Locus1128	 0.1021	-0.0060	0.2489
Locus1129	 0.0022	-0.0536	0.0874
Locus1130	 0.0398	-0.0201	0.1390
Locus1131	 0.1655	 0.0564	0.3312
Locus1132	 0.0065	-0.0530	0.1087
Locus1133	 0.1062	-0.0242	0.3124
Locus1134	 0.0145	-0.0535	0.1027
Locus1135	 0.0573	-0.0443	0.1650
Locus1136	 0.0644	-0.0262	0.2597
Locus1137	 0.0584	-0.0135	0.1432
Locus1138	 0.0170	-0.0396	0.1254
Locus1139	 0.0246	-0.0499	0.1329
Locus1140	 0.0121	-0.0419	0.0970
Locus1141	 0.0679	-0.0149	0.1815
Locus1142	 0.0618	-0.0367	0.1848
Locus1143	 0.0704	-0.0221	0.2126
Locus1144	 0.0385	-0.0363	0.1309
Locus1145	 0.0883	-0.0044	0.2007
Locus1146	 0.0264	-0.0416	0.1455
Locus1147	 0.1249	 0.0403	0.2430
Locus1148	-0.0025	-0.0837	0.0984
Locus1149	 0.0298	-0.0343	0.1114
Locus1150	 0.0518	 0.0040	0.1383
Locus1151	 0.0210	-0.0311	0.0992
Locus1152	 0.0396	-0.0404	0.1221
Locus1153	 0.0903	-0.0145	0.2561
Locus1154	 0.0255	-0.0653	0.1205
Locus1155	 0.0918	 0.0075	0.1999
Locus1156	 0.0294	-0.0606	0.1463
Locus1157	 0.0963	 0.0081	0.2404
Locus1158	-0.0079	-0.0879	0.1073
Locus1159	 0.0658	-0.0286	0.1772
Locus1160	-0.0299	-0.0638	0.0263
Locus1161	-0.0031	-0.0884	0.1433
Locus1162	-0.0011	-0.0701	0.0915
Locus1163	 0.0781	-0.0190	0.2181
Locus1164	 0.0116	-0.0536	0.1000
Locus1165	-0.0158	-0.0588	0.0510
Locus1166	-0.0156	-0.0906	0.0771
Locus1167	 0.0962	 0.0164	0.1990
Locus1168	 0.1704	 0.0042	0.3902
Locus1169	 0.0209	-0.0496	0.1251
Locus1170	 0.0123	-0.0546	0.0925
Locus1171	 0.0565	-0.0305	0.1639
Locus1172	 0.0404	-0.0494	0.1856
Locus1173	 0.0195	-0.0480	0.1331
Locus1174	 0.3798	 0.2087	0.5334
Locus1175	 0.1254	 0.0300	0.3012
Locus1176	 0.0395	-0.0381	0.1492
Locus1177	 0.0163	-0.0433	0.0932
Locus1178	 0.1486	 0.0458	0.2820
Locus1179	 0.0343	-0.0415	0.1438
Locus1180	 0.1285	 0.0215	0.2350
Locus1181	 0.0082	-0.0605	0.0962
Locus1182	 0.0045	-0.0478	0.0784
Locus1183	 0.0708	 0.0045	0.1302
Locus1184	-0.0232	-0.0666	0.0392
Locus1185	 0.1976	 0.1023	0.3538
Locus1186	-0.0079	-0.0669	0.0542
Locus1187	 0.0365	-0.0433	0.1305
Locus1188	 0.0058	-0.0674	0.0851
Locus1189	 0.0754	-0.0037	0.1626
Locus1190	 0.0397	-0.0389	0.1584
Locus1191	 0.0145	-0.0348	0.0892
Locus1192	 0.0471	-0.0318	0.1310
Locus1193	 0.0615	-0.0179	0.1854
Locus1194	 0.2069	 0.0887	0.3648
Locus1195	 0.0623	-0.0301	0.1675
Locus1196	 0.0861	-0.0113	0.2103
Locus1197	 0.0324	-0.0325	0.1131
Locus1198	 0.0796	-0.0090	0.1912
Locus1199	 0.1403	 0.0128	0.2767
Locus1200	 0.0279	-0.0635	0.1769

Gst

locus	actual	lower	upper
Locus1	-0.0372	-0.1009	0.0648
Locus2	 0.0146	-0.0594	0.1467
Locus3	 0.1162	-0.0223	0.3547
Locus4	 0.0043	-0.0844	0.1133
Locus5	 0.0416	-0.0518	0.1655
Locus6	 0.1448	 0.0519	0.2565
Locus7	-0.0428	-0.1000	0.0359
Locus8	 0.0649	-0.0201	0.1884
Locus9	-0.0201	-0.0823	0.0618
Locus10	 0.2287	 0.1174	0.3398
Locus11	 0.0092	-0.0609	0.1086
Locus12	-0.0249	-0.1012	0.0624
Locus13	 0.0077	-0.0884	0.1653
Locus14	 0.0967	-0.0184	0.2742
Locus15	-0.0062	-0.0768	0.0703
Locus16	-0.0374	-0.0786	0.0345
Locus17	 0.0175	-0.0509	0.1041
Locus18	 0.0913	-0.0575	0.2891
Locus19	 0.0964	 0.0072	0.2212
Locus20	 0.0558	-0.0195	0.1569
Locus21	 0.0433	-0.0309	0.1232
Locus22	 0.1200	 0.0219	0.2361
Locus23	 0.0876	-0.0494	0.3140
Locus24	 0.0544	-0.0340	0.1828
Locus25	 0.1058	 0.0168	0.2361
Locus26	 0.0419	-0.0476	0.1863
Locus27	 0.0751	-0.0342	0.2265
Locus28	 0.0502	-0.0410	0.2056
Locus29	 0.0944	-0.0265	0.2465
Locus30	-0.0198	-0.0767	0.0759
Locus31	 0.0528	-0.0259	0.1632
Locus32	-0.0258	-0.1344	0.1270
Locus33	-0.0136	-0.0769	0.0952
Locus34	 0.1827	 0.0517	0.3261
Locus35	 0.0849	-0.0132	0.1943
Locus36	 0.1157	 0.0382	0.2008
Locus37	 0.1434	-0.0325	0.2983
Locus38	 0.0895	-0.0264	0.2663
Locus39	 0.0140	-0.0710	0.1448
Locus40	-0.0038	-0.0616	0.1079
Locus41	 0.0573	-0.0184	0.2063
Locus42	 0.0286	-0.0759	0.1555
Locus43	 0.3663	 0.2253	0.5064
